nch18_Vgs_Vth (ll=3.5e-07) X,nch18_Vgs_Vth (ll=3.5e-07) Y,nch18_Vgs_Vth (ll=4e-07) X,nch18_Vgs_Vth (ll=4e-07) Y,nch18_Vgs_Vth (ll=5e-07) X,nch18_Vgs_Vth (ll=5e-07) Y,nch18_Vgs_Vth (ll=6e-07) X,nch18_Vgs_Vth (ll=6e-07) Y,nch18_Vgs_Vth (ll=7e-07) X,nch18_Vgs_Vth (ll=7e-07) Y,nch18_Vgs_Vth (ll=8e-07) X,nch18_Vgs_Vth (ll=8e-07) Y,nch18_Vgs_Vth (ll=9e-07) X,nch18_Vgs_Vth (ll=9e-07) Y,nch18_Vgs_Vth (ll=1e-06) X,nch18_Vgs_Vth (ll=1e-06) Y,nch18_Vgs_Vth (ll=1.2e-06) X,nch18_Vgs_Vth (ll=1.2e-06) Y,nch18_Vgs_Vth (ll=1.4e-06) X,nch18_Vgs_Vth (ll=1.4e-06) Y,nch18_Vgs_Vth (ll=1.6e-06) X,nch18_Vgs_Vth (ll=1.6e-06) Y,nch18_Vgs_Vth (ll=1.8e-06) X,nch18_Vgs_Vth (ll=1.8e-06) Y,nch18_Vgs_Vth (ll=2e-06) X,nch18_Vgs_Vth (ll=2e-06) Y,nch18_Vgs_Vth (ll=2.2e-06) X,nch18_Vgs_Vth (ll=2.2e-06) Y,nch18_Vgs_Vth (ll=2.4e-06) X,nch18_Vgs_Vth (ll=2.4e-06) Y
1.400000000000001,0.8418279720942596,1.400000000000001,0.846424512322463,1.400000000000001,0.8550987125430864,1.400000000000001,0.8625967823651809,1.400000000000001,0.868957586152994,1.400000000000001,0.8743636379249424,1.400000000000001,0.8789912822676417,1.400000000000001,0.8829858398754209,1.400000000000001,0.8895121362110365,1.400000000000001,0.8946019586051341,1.400000000000001,0.8986724232683376,1.400000000000001,0.9019963611853679,1.400000000000001,0.904758545850865,1.400000000000001,0.9070881135181691,1.400000000000001,0.9090778363169767
1.410000000000001,0.8518267800068619,1.410000000000001,0.8564234203190693,1.410000000000001,0.8650977765129931,1.410000000000001,0.8725959625482491,1.410000000000001,0.8789568564010114,1.410000000000001,0.8843629801038645,1.410000000000001,0.8889906832789416,1.410000000000001,0.892985289941678,1.410000000000001,0.8995116635069907,1.410000000000001,0.9046015440179109,1.410000000000001,0.9086720540451757,1.410000000000001,0.9119960283769928,1.410000000000001,0.9147582429279264,1.410000000000001,0.9170878355671344,1.410000000000001,0.9190775795457422
1.420000000000001,0.8618255869921313,1.420000000000001,0.8664223272053428,1.420000000000001,0.8750968391639414,1.420000000000001,0.882595141324155,1.420000000000001,0.888956125217249,1.420000000000001,0.89436232086095,1.420000000000001,0.8989900828971679,1.420000000000001,0.902984738653556,1.420000000000001,0.9095111895373166,1.420000000000001,0.9146011282545793,1.420000000000001,0.9186716837293313,1.420000000000001,0.9219956945513922,1.420000000000001,0.9247579390552514,1.420000000000001,0.9270875567265338,1.420000000000001,0.9290773219386211
1.430000000000001,0.8718243932069472,1.430000000000001,0.876421233140211,1.430000000000001,0.8850959006540312,1.430000000000001,0.8925943188471658,1.430000000000001,0.8989553927510361,1.430000000000001,0.9043616603402787,1.430000000000001,0.9089894812611655,1.430000000000001,0.9129841861448236,1.430000000000001,0.9195107144262901,1.430000000000001,0.9246007114308716,1.430000000000001,0.9286713124288892,1.430000000000001,0.9319953598098127,1.430000000000001,0.9347576343279572,1.430000000000001,0.9370872770859761,1.430000000000001,0.939077063580267
1.440000000000001,0.8818231988077069,1.440000000000001,0.8864201382828534,1.440000000000001,0.8950949611429641,1.440000000000001,0.9025934952742442,1.440000000000001,0.9089546591552714,1.440000000000001,0.9143609986901693,1.440000000000001,0.9189888785145263,1.440000000000001,0.9229836325543711,1.440000000000001,0.9295102383037778,1.440000000000001,0.9346002936683141,1.440000000000001,0.9386709402577638,1.440000000000001,0.9419950242592626,1.440000000000001,0.9447573288468003,1.440000000000001,0.9470869967405624,1.440000000000001,0.9490768045606521
1.450000000000001,0.8918220039504992,1.450000000000001,0.896419042792897,1.450000000000001,0.9050940207922569,1.450000000000001,0.912592670765305,1.450000000000001,0.9189539245866943,1.450000000000001,0.924360336063472,1.450000000000001,0.9289882748058952,1.450000000000001,0.9329830780265274,1.450000000000001,0.9395097613055379,1.450000000000001,0.9445998750944939,1.450000000000001,0.9486705673359408,1.450000000000001,0.9519946880127361,1.450000000000001,0.9547570227183775,1.450000000000001,0.9570867157910521,1.450000000000001,0.9590765449752177
1.460000000000001,0.9018208087912754,1.460000000000001,0.9064179468305995,1.460000000000001,0.9150930797654689,1.460000000000001,0.9225918454834603,1.460000000000001,0.928953189206164,1.460000000000001,0.9343596726178557,1.460000000000001,0.9389876702892546,1.460000000000001,0.9429825227113285,1.460000000000001,0.9495092835734589,1.460000000000001,0.9545994558432721,1.460000000000001,0.9586701937896431,1.460000000000001,0.9619943511893301,1.460000000000001,0.964756716055208,1.460000000000001,0.9670864343439268,1.460000000000001,0.9690762849249086
1.470000000000001,0.9118196134860196,1.470000000000001,0.9164168505570324,1.470000000000001,0.9250921382284162,1.470000000000001,0.932591019595268,1.470000000000001,0.9389524531789053,1.470000000000001,0.9443590085160516,1.470000000000001,0.948987065124158,1.470000000000001,0.9529819667647399,1.470000000000001,0.9595088052557345,1.470000000000001,0.9645990360548888,1.470000000000001,0.9686698197513888,1.470000000000001,0.9719940139142584,1.470000000000001,0.9747564089757061,1.470000000000001,0.9770861525113169,1.470000000000001,0.9790760245160801
1.480000000000001,0.9218184181909163,1.480000000000001,0.9264157541342767,1.480000000000001,0.9350911963493843,1.480000000000001,0.9425901932709555,1.480000000000001,0.9489517166747381,1.480000000000001,0.9543583439260732,1.480000000000001,0.9589864594759214,1.480000000000001,0.9629814103488099,1.480000000000001,0.9695083265069306,1.480000000000001,0.9745986158759571,1.480000000000001,0.9786694453599032,1.480000000000001,0.9819936763187077,1.480000000000001,0.9847561016039873,1.480000000000001,0.9870858704107807,1.480000000000001,0.9890757638602414
1.490000000000001,0.9318172230625225,1.490000000000001,0.9364146577255964,1.490000000000001,0.9450902542993377,1.490000000000001,0.9525893666846311,1.490000000000001,0.9589509798682767,1.490000000000001,0.9643576790213749,1.490000000000001,0.9689858535157418,1.490000000000001,0.9729808536317326,1.490000000000001,0.9795078474879394,1.490000000000001,0.9845981954593072,1.490000000000001,0.9886690707598851,1.490000000000001,0.9919933385395263,1.490000000000001,0.9947557940695037,1.490000000000001,0.9970855881648927,1.490000000000001,0.9990755030736225
1.5,0.941816028257933,1.5,0.9464135614956275,1.5,0.9550893122521135,1.5,0.9625885400144681,1.5,0.9689502429390743,1.5,0.9743570139809478,1.5,0.9789852474207188,1.5,0.9829802967878,1.5,0.9895073683657845,1.5,0.9945977749636632,1.5,0.9986686961015715,1.5,1.001993000718719,1.5,1.004755486506486,1.5,1.007085305900657,1.5,1.009075242276551
