pch18_ft    (ll=2e-07) X,pch18_ft    (ll=2e-07) Y,pch18_ft    (ll=3e-07) X,pch18_ft    (ll=3e-07) Y,pch18_ft    (ll=4e-07) X,pch18_ft    (ll=4e-07) Y,pch18_ft    (ll=5e-07) X,pch18_ft    (ll=5e-07) Y,pch18_ft    (ll=6e-07) X,pch18_ft    (ll=6e-07) Y,pch18_ft    (ll=7e-07) X,pch18_ft    (ll=7e-07) Y,pch18_ft    (ll=8e-07) X,pch18_ft    (ll=8e-07) Y,pch18_ft    (ll=9e-07) X,pch18_ft    (ll=9e-07) Y,pch18_ft    (ll=1e-06) X,pch18_ft    (ll=1e-06) Y,pch18_ft    (ll=1.2e-06) X,pch18_ft    (ll=1.2e-06) Y,pch18_ft    (ll=1.4e-06) X,pch18_ft    (ll=1.4e-06) Y,pch18_ft    (ll=1.6e-06) X,pch18_ft    (ll=1.6e-06) Y,pch18_ft    (ll=1.8e-06) X,pch18_ft    (ll=1.8e-06) Y,pch18_ft    (ll=2e-06) X,pch18_ft    (ll=2e-06) Y,pch18_ft    (ll=2.2e-06) X,pch18_ft    (ll=2.2e-06) Y,pch18_ft    (ll=2.4e-06) X,pch18_ft    (ll=2.4e-06) Y
1.390000000000001,-25946025066.33139,1.390000000000001,-10742180841.78139,1.390000000000001,-5940029753.261906,1.390000000000001,-3792790809.309304,1.390000000000001,-2670229713.732461,1.390000000000001,-1976276787.219258,1.390000000000001,-1519260705.647905,1.390000000000001,-1203064379.534175,1.390000000000001,-975553901.4574827,1.390000000000001,-677717174.3095481,1.390000000000001,-501866889.4786341,1.390000000000001,-386431146.9798077,1.390000000000001,-306625046.7073034,1.390000000000001,-249177206.8622613,1.390000000000001,-206462087.8666321,1.390000000000001,-173846079.1350959
1.400000000000001,-25974207076.96058,1.400000000000001,-10764986097.22436,1.400000000000001,-5957258291.202124,1.400000000000001,-3806023687.740186,1.400000000000001,-2680838464.2819,1.400000000000001,-1984809914.835191,1.400000000000001,-1526212302.194038,1.400000000000001,-1208809628.591663,1.400000000000001,-980368018.6406115,1.400000000000001,-681222306.0160815,1.400000000000001,-504498586.7257496,1.400000000000001,-388478172.3338027,1.400000000000001,-308261903.7013608,1.400000000000001,-250515450.7791329,1.400000000000001,-207576301.9505423,1.400000000000001,-174787987.1316006
1.410000000000001,-25999547223.9373,1.410000000000001,-10786574974.1467,1.410000000000001,-5973807249.122766,1.410000000000001,-3818814168.644178,1.410000000000001,-2691135949.818547,1.410000000000001,-1993114139.689544,1.410000000000001,-1532989463.703549,1.410000000000001,-1214418060.661352,1.410000000000001,-985072252.0254669,1.410000000000001,-684652466.7996796,1.410000000000001,-507073450.144304,1.410000000000001,-390480571.8239259,1.410000000000001,-309862763.4656003,1.410000000000001,-251824030.3480999,1.410000000000001,-208665641.2052805,1.410000000000001,-175708732.480466
1.420000000000001,-26022079590.68494,1.420000000000001,-10806951988.53947,1.420000000000001,-5989672636.675226,1.420000000000001,-3831154138.550651,1.420000000000001,-2701113264.073904,1.420000000000001,-2001181061.145163,1.420000000000001,-1539584673.496028,1.420000000000001,-1219883078.231354,1.420000000000001,-989660842.7608734,1.420000000000001,-688003248.2339239,1.420000000000001,-509587750.3541216,1.420000000000001,-392435179.20648,1.420000000000001,-311424918.9236215,1.420000000000001,-253100612.363706,1.420000000000001,-209728078.3249163,1.420000000000001,-176606540.0138867
1.430000000000001,-26041835500.07154,1.430000000000001,-10826120283.27899,1.430000000000001,-6004849015.686197,1.430000000000001,-3843033713.868765,1.430000000000001,-2710759693.590689,1.430000000000001,-2009000600.838708,1.430000000000001,-1545988916.864489,1.430000000000001,-1225196766.176835,1.430000000000001,-994126877.9106972,1.430000000000001,-691269351.8241384,1.430000000000001,-512037014.8137895,1.430000000000001,-394338203.7977727,1.430000000000001,-312945133.7009406,1.430000000000001,-254342410.77597,1.430000000000001,-210761195.043847,1.430000000000001,-177479294.1502979
1.440000000000001,-26058843564.65896,1.440000000000001,-10844081566.87984,1.440000000000001,-6019329338.604488,1.440000000000001,-3854440983.749615,1.440000000000001,-2720062432.781282,1.440000000000001,-2016560728.786568,1.440000000000001,-1552191431.872452,1.440000000000001,-1230349669.937363,1.440000000000001,-998462094.5159366,1.440000000000001,-694444436.1420844,1.440000000000001,-514415903.6226646,1.440000000000001,-396185128.8425114,1.440000000000001,-314419558.0813916,1.440000000000001,-255546116.4023282,1.440000000000001,-211762122.7021657,1.440000000000001,-178324488.1160938
1.450000000000001,-26073129730.58988,1.450000000000001,-10860836040.19472,1.450000000000001,-6033104760.391427,1.450000000000001,-3865361713.269848,1.450000000000001,-2729006257.359436,1.450000000000001,-2023847151.294469,1.450000000000001,-1558179426.638629,1.450000000000001,-1235330544.678174,1.450000000000001,-1002656658.557707,1.450000000000001,-697520944.9196057,1.450000000000001,-516718072.2989019,1.450000000000001,-397970601.0246871,1.450000000000001,-315843638.9759102,1.450000000000001,-256707822.6385219,1.450000000000001,-212727480.1965673,1.450000000000001,-179139171.5292262
1.460000000000001,-26084717315.17914,1.460000000000001,-10876382309.63536,1.460000000000001,-6046164420.575022,1.460000000000001,-3875779004.030729,1.460000000000001,-2737573155.126434,1.460000000000001,-2030842961.339752,1.460000000000001,-1563937764.833625,1.460000000000001,-1240126077.707557,1.460000000000001,-1006698921.317175,1.460000000000001,-700489918.5642785,1.460000000000001,-518936024.9959903,1.460000000000001,-399688314.9854123,1.460000000000001,-317212027.8389965,1.460000000000001,-257822951.0002826,1.460000000000001,-213653312.9596961,1.460000000000001,-179919899.7624126
1.470000000000001,-26093627038.27933,1.470000000000001,-10890717285.32784,1.470000000000001,-6058495192.202266,1.470000000000001,-3885672910.790324,1.470000000000001,-2745741916.065988,1.470000000000001,-2037528255.860787,1.470000000000001,-1569448625.136691,1.470000000000001,-1244720590.394441,1.470000000000001,-1010575159.395004,1.470000000000001,-703340794.772885,1.470000000000001,-521060964.7451083,1.470000000000001,-401330899.5951259,1.470000000000001,-318518493.0638635,1.470000000000001,-258886182.6397225,1.470000000000001,-214535038.6625139,1.470000000000001,-180662690.3242037
1.480000000000001,-26099877047.49361,1.480000000000001,-10903836062.46337,1.480000000000001,-6070081394.699875,1.480000000000001,-3895020015.369004,1.480000000000001,-2753487688.398863,1.480000000000001,-2043879730.126278,1.480000000000001,-1574691146.407905,1.480000000000001,-1249095731.682841,1.480000000000001,-1014269310.153133,1.480000000000001,-706061208.557807,1.480000000000001,-523082651.6212407,1.480000000000001,-402889816.5641271,1.480000000000001,-319755846.7394107,1.480000000000001,-259891404.889813,1.480000000000001,-215367407.8577778,1.480000000000001,-181362993.6902515
1.490000000000001,-26103482937.31553,1.490000000000001,-10915731783.97599,1.490000000000001,-6080904468.331889,1.490000000000001,-3903792963.221003,1.490000000000001,-2760781514.226434,1.490000000000001,-2049870267.6084,1.490000000000001,-1579641078.793434,1.490000000000001,-1253230183.427792,1.490000000000001,-1017762721.902724,1.490000000000001,-708636808.2939669,1.490000000000001,-524989285.2866759,1.490000000000001,-404355286.709325,1.490000000000001,-320915899.6315277,1.490000000000001,-260831685.2250092,1.490000000000001,-216144490.5829662,1.490000000000001,-182015688.3794487
1.5,-26104457762.28225,1.5,-10926395482.59488,1.5,-6090942609.215648,1.5,-3911959974.255237,1.5,-2767589868.211651,1.5,-2055468554.995387,1.5,-1584270472.203727,1.5,-1257099408.367706,1.5,-1021033947.883617,1.5,-711051112.3393879,1.5,-526767434.939225,1.5,-405716264.4677266,1.5,-321989462.4334137,1.5,-261699288.3370732,1.5,-216859702.5688687,1.5,-182615112.1647609
